"serial","f","h","g","BF","father_serial","h0","H_min","last_H_min_update","f_max","node_max"
"1184","3.0","3.0","11","10","678","4.0","3.0","1172","4.0","2054"
"1185","3.0","3.0","11","10","678","4.0","3.0","1173","4.0","2054"
"1186","3.0","3.0","11","10","678","4.0","3.0","1174","4.0","2054"
"1187","3.0","3.0","11","10","679","4.0","3.0","1175","4.0","2054"
"1188","3.0","3.0","11","10","679","4.0","3.0","1176","4.0","2054"
"1189","3.0","3.0","11","10","680","4.0","3.0","1177","4.0","2054"
"1190","3.0","3.0","11","10","680","4.0","3.0","1178","4.0","2054"
"1191","3.0","3.0","11","10","681","4.0","3.0","1179","4.0","2054"
"1192","3.0","3.0","11","10","682","4.0","3.0","1180","4.0","2054"
"1193","3.0","3.0","11","10","682","4.0","3.0","1181","4.0","2054"
"1194","3.0","3.0","11","10","683","4.0","3.0","1182","4.0","2054"
"1195","3.0","3.0","11","10","683","4.0","3.0","1183","4.0","2054"
"1196","3.0","3.0","11","10","683","4.0","3.0","1184","4.0","2054"
"1197","3.0","3.0","11","10","684","4.0","3.0","1185","4.0","2054"
"1198","3.0","3.0","11","10","684","4.0","3.0","1186","4.0","2054"
"1199","3.0","3.0","11","10","684","4.0","3.0","1187","4.0","2054"
"1200","3.0","3.0","11","10","685","4.0","3.0","1188","4.0","2054"
"1201","3.0","3.0","11","10","685","4.0","3.0","1189","4.0","2054"
"1202","3.0","3.0","11","10","687","4.0","3.0","1190","4.0","2054"
"1203","3.0","3.0","11","10","687","4.0","3.0","1191","4.0","2054"
"1204","3.0","3.0","11","10","688","4.0","3.0","1192","4.0","2054"
"1205","3.0","3.0","11","10","688","4.0","3.0","1193","4.0","2054"
"1206","3.0","3.0","11","10","689","4.0","3.0","1194","4.0","2054"
"1207","3.0","3.0","11","10","691","4.0","3.0","1195","4.0","2054"
"1208","3.0","3.0","11","10","691","4.0","3.0","1196","4.0","2054"
"1209","3.0","3.0","11","10","692","4.0","3.0","1197","4.0","2054"
"1210","3.0","3.0","11","10","698","4.0","3.0","1198","4.0","2054"
"1211","3.0","3.0","11","10","698","4.0","3.0","1199","4.0","2054"
"1212","3.0","3.0","11","10","698","4.0","3.0","1200","4.0","2054"
"1213","3.0","3.0","11","10","698","4.0","3.0","1201","4.0","2054"
"1214","3.0","3.0","11","10","698","4.0","3.0","1202","4.0","2054"
"1215","3.0","3.0","11","10","699","4.0","3.0","1203","4.0","2054"
"1216","3.0","3.0","11","10","699","4.0","3.0","1204","4.0","2054"
"1217","3.0","3.0","11","10","699","4.0","3.0","1205","4.0","2054"
"1218","3.0","3.0","11","10","699","4.0","3.0","1206","4.0","2054"
"1219","3.0","3.0","11","10","700","4.0","3.0","1207","4.0","2054"
"1220","3.0","3.0","11","10","700","4.0","3.0","1208","4.0","2054"
"1221","3.0","3.0","11","10","701","4.0","3.0","1209","4.0","2054"
"1222","3.0","3.0","11","10","701","4.0","3.0","1210","4.0","2054"
"1223","3.0","3.0","11","10","703","4.0","3.0","1211","4.0","2054"
"1224","3.0","3.0","11","10","703","4.0","3.0","1212","4.0","2054"
"1225","3.0","3.0","11","10","703","4.0","3.0","1213","4.0","2054"
"1226","3.0","3.0","11","10","704","4.0","3.0","1214","4.0","2054"
"1227","3.0","3.0","11","10","704","4.0","3.0","1215","4.0","2054"
"1228","3.0","3.0","11","10","704","4.0","3.0","1216","4.0","2054"
"1229","3.0","3.0","11","10","704","4.0","3.0","1217","4.0","2054"
"1230","3.0","3.0","11","10","705","4.0","3.0","1218","4.0","2054"
"1231","3.0","3.0","11","10","706","4.0","3.0","1219","4.0","2054"
"1232","3.0","3.0","11","10","709","4.0","3.0","1220","4.0","2054"
"1233","3.0","3.0","11","10","709","4.0","3.0","1221","4.0","2054"
"1234","3.0","3.0","11","10","710","4.0","3.0","1222","4.0","2054"
"1235","3.0","3.0","11","10","710","4.0","3.0","1223","4.0","2054"
"1236","3.0","3.0","11","10","712","4.0","3.0","1224","4.0","2054"
"1237","3.0","3.0","11","10","712","4.0","3.0","1225","4.0","2054"
"1238","3.0","3.0","11","10","713","4.0","3.0","1226","4.0","2054"
"1239","3.0","3.0","11","10","713","4.0","3.0","1227","4.0","2054"
"1240","3.0","3.0","11","10","713","4.0","3.0","1228","4.0","2054"
"1241","3.0","3.0","11","10","714","4.0","3.0","1229","4.0","2054"
"1242","3.0","3.0","11","10","714","4.0","3.0","1230","4.0","2054"
"1243","3.0","3.0","11","10","717","4.0","3.0","1231","4.0","2054"
"1244","3.0","3.0","11","10","717","4.0","3.0","1232","4.0","2054"
"1245","3.0","3.0","11","10","718","4.0","3.0","1233","4.0","2054"
"1246","3.0","3.0","11","10","718","4.0","3.0","1234","4.0","2054"
"1247","3.0","3.0","11","10","718","4.0","3.0","1235","4.0","2054"
"1248","3.0","3.0","11","10","720","4.0","3.0","1236","4.0","2054"
"1249","3.0","3.0","11","10","721","4.0","3.0","1237","4.0","2054"
"1250","3.0","3.0","11","10","721","4.0","3.0","1238","4.0","2054"
"1251","3.0","3.0","11","10","723","4.0","3.0","1239","4.0","2054"
"1252","3.0","3.0","11","10","723","4.0","3.0","1240","4.0","2054"
"1253","3.0","3.0","11","10","724","4.0","3.0","1241","4.0","2054"
"1254","3.0","3.0","11","10","724","4.0","3.0","1242","4.0","2054"
"1255","3.0","3.0","11","10","724","4.0","3.0","1243","4.0","2054"
"1256","3.0","3.0","11","10","727","4.0","3.0","1244","4.0","2054"
"1257","3.0","3.0","11","10","728","4.0","3.0","1245","4.0","2054"
"1258","3.0","3.0","11","10","729","4.0","3.0","1246","4.0","2054"
"1259","3.0","3.0","11","10","730","4.0","3.0","1247","4.0","2054"
"1260","3.0","3.0","11","10","730","4.0","3.0","1248","4.0","2054"
"1261","3.0","3.0","11","10","731","4.0","3.0","1249","4.0","2054"
"1262","3.0","3.0","11","10","732","4.0","3.0","1250","4.0","2054"
"1263","3.0","3.0","11","10","733","4.0","3.0","1251","4.0","2054"
"1264","3.0","3.0","11","10","733","4.0","3.0","1252","4.0","2054"
"1265","3.0","3.0","11","10","735","4.0","3.0","1253","4.0","2054"
"1266","3.0","3.0","11","10","736","4.0","3.0","1254","4.0","2054"
"1267","3.0","3.0","11","10","737","4.0","3.0","1255","4.0","2054"
"1268","3.0","3.0","11","10","738","4.0","3.0","1256","4.0","2054"
"1269","3.0","3.0","11","10","740","4.0","3.0","1257","4.0","2054"
"1270","3.0","3.0","11","10","742","4.0","3.0","1258","4.0","2054"
"1271","3.0","3.0","11","10","743","4.0","3.0","1259","4.0","2054"
"1272","3.0","3.0","11","10","743","4.0","3.0","1260","4.0","2054"
"1273","3.0","3.0","11","10","743","4.0","3.0","1261","4.0","2054"
"1274","3.0","3.0","11","10","743","4.0","3.0","1262","4.0","2054"
"1275","3.0","3.0","11","10","744","4.0","3.0","1263","4.0","2054"
"1276","3.0","3.0","11","10","744","4.0","3.0","1264","4.0","2054"
"1277","3.0","3.0","11","10","744","4.0","3.0","1265","4.0","2054"
"1278","3.0","3.0","11","10","744","4.0","3.0","1266","4.0","2054"
"1279","3.0","3.0","11","10","745","4.0","3.0","1267","4.0","2054"
"1280","3.0","3.0","11","10","745","4.0","3.0","1268","4.0","2054"
"1281","3.0","3.0","11","10","746","4.0","3.0","1269","4.0","2054"
"1282","3.0","3.0","11","10","746","4.0","3.0","1270","4.0","2054"
"1283","3.0","3.0","11","10","746","4.0","3.0","1271","4.0","2054"
"1284","3.0","3.0","11","10","747","4.0","3.0","1272","4.0","2054"
"1285","3.0","3.0","11","10","747","4.0","3.0","1273","4.0","2054"
"1286","3.0","3.0","11","10","747","4.0","3.0","1274","4.0","2054"
"1287","3.0","3.0","11","10","747","4.0","3.0","1275","4.0","2054"
"1288","3.0","3.0","11","10","747","4.0","3.0","1276","4.0","2054"
"1289","3.0","3.0","11","10","748","4.0","3.0","1277","4.0","2054"
"1290","3.0","3.0","11","10","748","4.0","3.0","1278","4.0","2054"
"1291","3.0","3.0","11","10","748","4.0","3.0","1279","4.0","2054"
"1292","3.0","3.0","11","10","749","4.0","3.0","1280","4.0","2054"
"1293","3.0","3.0","11","10","750","4.0","3.0","1281","4.0","2054"
"1294","3.0","3.0","11","10","750","4.0","3.0","1282","4.0","2054"
"1295","3.0","3.0","11","10","750","4.0","3.0","1283","4.0","2054"
"1296","3.0","3.0","11","10","751","4.0","3.0","1284","4.0","2054"
"1297","3.0","3.0","11","10","752","4.0","3.0","1285","4.0","2054"
"1298","3.0","3.0","11","10","753","4.0","3.0","1286","4.0","2054"
"1299","3.0","3.0","11","10","753","4.0","3.0","1287","4.0","2054"
"1300","3.0","3.0","11","10","753","4.0","3.0","1288","4.0","2054"
"1301","3.0","3.0","11","10","754","4.0","3.0","1289","4.0","2054"
"1302","3.0","3.0","11","10","754","4.0","3.0","1290","4.0","2054"
"1303","3.0","3.0","11","10","754","4.0","3.0","1291","4.0","2054"
"1304","3.0","3.0","11","10","754","4.0","3.0","1292","4.0","2054"
"1305","3.0","3.0","11","10","755","4.0","3.0","1293","4.0","2054"
"1306","3.0","3.0","11","10","755","4.0","3.0","1294","4.0","2054"
"1307","3.0","3.0","11","10","756","4.0","3.0","1295","4.0","2054"
"1308","3.0","3.0","11","10","756","4.0","3.0","1296","4.0","2054"
"1309","3.0","3.0","11","10","757","4.0","3.0","1297","4.0","2054"
"1310","3.0","3.0","11","10","757","4.0","3.0","1298","4.0","2054"
"1311","3.0","3.0","11","10","757","4.0","3.0","1299","4.0","2054"
"1312","3.0","3.0","11","10","759","4.0","3.0","1300","4.0","2054"
"1313","3.0","3.0","11","10","760","4.0","3.0","1301","4.0","2054"
"1314","3.0","3.0","11","10","762","4.0","3.0","1302","4.0","2054"
"1315","3.0","3.0","11","10","763","4.0","3.0","1303","4.0","2054"
"1316","3.0","3.0","11","10","763","4.0","3.0","1304","4.0","2054"
"1317","3.0","3.0","11","10","763","4.0","3.0","1305","4.0","2054"
"1318","3.0","3.0","11","10","764","4.0","3.0","1306","4.0","2054"
"1319","3.0","3.0","11","10","764","4.0","3.0","1307","4.0","2054"
"1320","3.0","3.0","11","10","766","4.0","3.0","1308","4.0","2054"
"1321","3.0","3.0","11","10","767","4.0","3.0","1309","4.0","2054"
"1322","3.0","3.0","11","10","768","4.0","3.0","1310","4.0","2054"
"1323","3.0","3.0","11","10","769","4.0","3.0","1311","4.0","2054"
"1324","3.0","3.0","11","10","769","4.0","3.0","1312","4.0","2054"
"1325","3.0","3.0","11","10","769","4.0","3.0","1313","4.0","2054"
"1326","3.0","3.0","11","10","769","4.0","3.0","1314","4.0","2054"
"1327","3.0","3.0","11","10","769","4.0","3.0","1315","4.0","2054"
"1328","3.0","3.0","11","10","770","4.0","3.0","1316","4.0","2054"
"1329","3.0","3.0","11","10","770","4.0","3.0","1317","4.0","2054"
"1330","3.0","3.0","11","10","771","4.0","3.0","1318","4.0","2054"
"1331","3.0","3.0","11","10","772","4.0","3.0","1319","4.0","2054"
"1332","3.0","3.0","11","10","772","4.0","3.0","1320","4.0","2054"
"1333","3.0","3.0","11","10","773","4.0","3.0","1321","4.0","2054"
"1334","3.0","3.0","11","10","773","4.0","3.0","1322","4.0","2054"
"1335","3.0","3.0","11","10","773","4.0","3.0","1323","4.0","2054"
"1336","3.0","3.0","11","10","774","4.0","3.0","1324","4.0","2054"
"1337","3.0","3.0","11","10","774","4.0","3.0","1325","4.0","2054"
"1338","3.0","3.0","11","10","775","4.0","3.0","1326","4.0","2054"
"1339","3.0","3.0","11","10","776","4.0","3.0","1327","4.0","2054"
"1340","3.0","3.0","11","10","777","4.0","3.0","1328","4.0","2054"
"1341","3.0","3.0","11","10","778","4.0","3.0","1329","4.0","2054"
"1342","3.0","3.0","11","10","779","4.0","3.0","1330","4.0","2054"
"1343","3.0","3.0","11","10","779","4.0","3.0","1331","4.0","2054"
"1344","3.0","3.0","11","10","780","4.0","3.0","1332","4.0","2054"
"1345","3.0","3.0","11","10","780","4.0","3.0","1333","4.0","2054"
"1346","3.0","3.0","11","10","781","4.0","3.0","1334","4.0","2054"
"1347","3.0","3.0","11","10","781","4.0","3.0","1335","4.0","2054"
"1348","3.0","3.0","11","10","781","4.0","3.0","1336","4.0","2054"
"1349","3.0","3.0","11","10","784","4.0","3.0","1337","4.0","2054"
"1350","3.0","3.0","11","10","784","4.0","3.0","1338","4.0","2054"
"1351","3.0","3.0","11","10","785","4.0","3.0","1339","4.0","2054"
"1352","3.0","3.0","11","10","787","4.0","3.0","1340","4.0","2054"
"1353","3.0","3.0","11","10","788","4.0","3.0","1341","4.0","2054"
"1354","3.0","3.0","11","10","790","4.0","3.0","1342","4.0","2054"
"1355","3.0","3.0","11","10","791","4.0","3.0","1343","4.0","2054"
"1356","3.0","3.0","11","10","791","4.0","3.0","1344","4.0","2054"
"1357","3.0","3.0","11","10","791","4.0","3.0","1345","4.0","2054"
"1358","3.0","3.0","11","10","792","4.0","3.0","1346","4.0","2054"
"1359","3.0","3.0","11","10","792","4.0","3.0","1347","4.0","2054"
"1360","3.0","3.0","11","10","793","4.0","3.0","1348","4.0","2054"
"1361","3.0","3.0","11","10","793","4.0","3.0","1349","4.0","2054"
"1362","3.0","3.0","11","10","795","4.0","3.0","1350","4.0","2054"
"1363","3.0","3.0","11","10","796","4.0","3.0","1351","4.0","2054"
"1364","3.0","3.0","11","10","797","4.0","3.0","1352","4.0","2054"
"1365","3.0","3.0","11","10","798","4.0","3.0","1353","4.0","2054"
"1366","3.0","3.0","11","10","799","4.0","3.0","1354","4.0","2054"
"1367","3.0","3.0","11","10","800","4.0","3.0","1355","4.0","2054"
"1368","3.0","3.0","11","10","802","4.0","3.0","1356","4.0","2054"
"1369","3.0","3.0","11","10","804","4.0","3.0","1357","4.0","2054"
"1370","3.0","3.0","11","10","804","4.0","3.0","1358","4.0","2054"
"1371","3.0","3.0","11","10","804","4.0","3.0","1359","4.0","2054"
"1372","3.0","3.0","11","10","804","4.0","3.0","1360","4.0","2054"
"1373","3.0","3.0","11","10","805","4.0","3.0","1361","4.0","2054"
"1374","3.0","3.0","11","10","805","4.0","3.0","1362","4.0","2054"
"1375","3.0","3.0","11","10","806","4.0","3.0","1363","4.0","2054"
"1376","3.0","3.0","11","10","806","4.0","3.0","1364","4.0","2054"
"1377","3.0","3.0","11","10","806","4.0","3.0","1365","4.0","2054"
"1378","3.0","3.0","11","10","806","4.0","3.0","1366","4.0","2054"
"1379","3.0","3.0","11","10","807","4.0","3.0","1367","4.0","2054"
"1380","3.0","3.0","11","10","808","4.0","3.0","1368","4.0","2054"
"1381","3.0","3.0","11","10","808","4.0","3.0","1369","4.0","2054"
"1382","3.0","3.0","11","10","809","4.0","3.0","1370","4.0","2054"
"1383","3.0","3.0","11","10","809","4.0","3.0","1371","4.0","2054"
"1384","3.0","3.0","11","10","809","4.0","3.0","1372","4.0","2054"
"1385","3.0","3.0","11","10","810","4.0","3.0","1373","4.0","2054"
"1386","3.0","3.0","11","10","810","4.0","3.0","1374","4.0","2054"
"1387","3.0","3.0","11","10","810","4.0","3.0","1375","4.0","2054"
"1388","3.0","3.0","11","10","811","4.0","3.0","1376","4.0","2054"
"1389","3.0","3.0","11","10","811","4.0","3.0","1377","4.0","2054"
"1390","3.0","3.0","11","10","812","4.0","3.0","1378","4.0","2054"
"1391","3.0","3.0","11","10","812","4.0","3.0","1379","4.0","2054"
"1392","3.0","3.0","11","10","813","4.0","3.0","1380","4.0","2054"
"1393","3.0","3.0","11","10","817","4.0","3.0","1381","4.0","2054"
"1394","3.0","3.0","11","10","817","4.0","3.0","1382","4.0","2054"
"1395","3.0","3.0","11","10","817","4.0","3.0","1383","4.0","2054"
"1396","3.0","3.0","11","10","818","4.0","3.0","1384","4.0","2054"
"1397","3.0","3.0","11","10","819","4.0","3.0","1385","4.0","2054"
"1398","3.0","3.0","11","10","819","4.0","3.0","1386","4.0","2054"
"1399","3.0","3.0","11","10","819","4.0","3.0","1387","4.0","2054"
"1400","3.0","3.0","11","10","819","4.0","3.0","1388","4.0","2054"
"1401","3.0","3.0","11","10","820","4.0","3.0","1389","4.0","2054"
"1402","3.0","3.0","11","10","820","4.0","3.0","1390","4.0","2054"
"1403","3.0","3.0","11","10","822","4.0","3.0","1391","4.0","2054"
"1404","3.0","3.0","11","10","823","4.0","3.0","1392","4.0","2054"
"1405","3.0","3.0","11","10","824","4.0","3.0","1393","4.0","2054"
"1406","3.0","3.0","11","10","824","4.0","3.0","1394","4.0","2054"
"1407","3.0","3.0","11","10","824","4.0","3.0","1395","4.0","2054"
"1408","3.0","3.0","11","10","824","4.0","3.0","1396","4.0","2054"
"1409","3.0","3.0","11","10","824","4.0","3.0","1397","4.0","2054"
"1410","3.0","3.0","11","10","824","4.0","3.0","1398","4.0","2054"
"1411","3.0","3.0","11","10","824","4.0","3.0","1399","4.0","2054"
"1412","3.0","3.0","11","10","826","4.0","3.0","1400","4.0","2054"
"1413","3.0","3.0","11","10","826","4.0","3.0","1401","4.0","2054"
"1414","3.0","3.0","11","10","829","4.0","3.0","1402","4.0","2054"
"1415","3.0","3.0","11","10","829","4.0","3.0","1403","4.0","2054"
"1416","3.0","3.0","11","10","829","4.0","3.0","1404","4.0","2054"
"1417","3.0","3.0","11","10","830","4.0","3.0","1405","4.0","2054"
"1418","3.0","3.0","11","10","830","4.0","3.0","1406","4.0","2054"
"1419","3.0","3.0","11","10","830","4.0","3.0","1407","4.0","2054"
"1420","3.0","3.0","11","10","831","4.0","3.0","1408","4.0","2054"
"1421","3.0","3.0","11","10","831","4.0","3.0","1409","4.0","2054"
"1422","3.0","3.0","11","10","831","4.0","3.0","1410","4.0","2054"
"1423","3.0","3.0","11","10","831","4.0","3.0","1411","4.0","2054"
"1424","3.0","3.0","11","10","832","4.0","3.0","1412","4.0","2054"
"1425","3.0","3.0","11","10","832","4.0","3.0","1413","4.0","2054"
"1426","3.0","3.0","11","10","833","4.0","3.0","1414","4.0","2054"
"1427","3.0","3.0","11","10","833","4.0","3.0","1415","4.0","2054"
"1428","3.0","3.0","11","10","833","4.0","3.0","1416","4.0","2054"
"1429","3.0","3.0","11","10","833","4.0","3.0","1417","4.0","2054"
"1430","3.0","3.0","11","10","834","4.0","3.0","1418","4.0","2054"
"1431","3.0","3.0","11","10","834","4.0","3.0","1419","4.0","2054"
"1432","3.0","3.0","11","10","834","4.0","3.0","1420","4.0","2054"
"1433","3.0","3.0","11","10","835","4.0","3.0","1421","4.0","2054"
"1434","3.0","3.0","11","10","835","4.0","3.0","1422","4.0","2054"
"1435","3.0","3.0","11","10","836","4.0","3.0","1423","4.0","2054"
"1436","3.0","3.0","11","10","836","4.0","3.0","1424","4.0","2054"
"1437","3.0","3.0","11","10","836","4.0","3.0","1425","4.0","2054"
"1438","3.0","3.0","11","10","839","4.0","3.0","1426","4.0","2054"
"1439","3.0","3.0","11","10","839","4.0","3.0","1427","4.0","2054"
"1440","3.0","3.0","11","10","839","4.0","3.0","1428","4.0","2054"
"1441","3.0","3.0","11","10","841","4.0","3.0","1429","4.0","2054"
"1442","3.0","3.0","11","10","842","4.0","3.0","1430","4.0","2054"
"1443","3.0","3.0","11","10","842","4.0","3.0","1431","4.0","2054"
"1444","3.0","3.0","11","10","842","4.0","3.0","1432","4.0","2054"
"1445","3.0","3.0","11","10","843","4.0","3.0","1433","4.0","2054"
"1446","3.0","3.0","11","10","843","4.0","3.0","1434","4.0","2054"
"1447","3.0","3.0","11","10","843","4.0","3.0","1435","4.0","2054"
"1448","3.0","3.0","11","10","843","4.0","3.0","1436","4.0","2054"
"1449","3.0","3.0","11","10","844","4.0","3.0","1437","4.0","2054"
"1450","3.0","3.0","11","10","845","4.0","3.0","1438","4.0","2054"
"1451","3.0","3.0","11","10","845","4.0","3.0","1439","4.0","2054"
"1452","3.0","3.0","11","10","846","4.0","3.0","1440","4.0","2054"
"1453","3.0","3.0","11","10","847","4.0","3.0","1441","4.0","2054"
"1454","3.0","3.0","11","10","848","4.0","3.0","1442","4.0","2054"
"1455","3.0","3.0","11","10","849","4.0","3.0","1443","4.0","2054"
"1456","3.0","3.0","11","10","850","4.0","3.0","1444","4.0","2054"
"1457","3.0","3.0","11","10","850","4.0","3.0","1445","4.0","2054"
"1458","3.0","3.0","11","10","850","4.0","3.0","1446","4.0","2054"
"1459","3.0","3.0","11","10","851","4.0","3.0","1447","4.0","2054"
"1460","3.0","3.0","11","10","851","4.0","3.0","1448","4.0","2054"
"1461","3.0","3.0","11","10","852","4.0","3.0","1449","4.0","2054"
"1462","3.0","3.0","11","10","853","4.0","3.0","1450","4.0","2054"
"1463","3.0","3.0","11","10","855","4.0","3.0","1451","4.0","2054"
"1464","3.0","3.0","11","10","856","4.0","3.0","1452","4.0","2054"
"1465","3.0","3.0","11","10","856","4.0","3.0","1453","4.0","2054"
"1466","3.0","3.0","11","10","856","4.0","3.0","1454","4.0","2054"
"1467","3.0","3.0","11","10","857","4.0","3.0","1455","4.0","2054"
"1468","3.0","3.0","11","10","857","4.0","3.0","1456","4.0","2054"
"1469","3.0","3.0","11","10","858","4.0","3.0","1457","4.0","2054"
"1470","3.0","3.0","11","10","858","4.0","3.0","1458","4.0","2054"
"1471","3.0","3.0","11","10","859","4.0","3.0","1459","4.0","2054"
"1472","3.0","3.0","11","10","859","4.0","3.0","1460","4.0","2054"
"1473","3.0","3.0","11","10","862","4.0","3.0","1461","4.0","2054"
"1474","3.0","3.0","11","10","863","4.0","3.0","1462","4.0","2054"
"1475","3.0","3.0","11","10","863","4.0","3.0","1463","4.0","2054"
"1476","3.0","3.0","11","10","864","4.0","3.0","1464","4.0","2054"
"1477","3.0","3.0","11","10","865","4.0","3.0","1465","4.0","2054"
"1478","3.0","3.0","11","10","866","4.0","3.0","1466","4.0","2054"
"1479","3.0","3.0","11","10","866","4.0","3.0","1467","4.0","2054"
"1480","3.0","3.0","11","10","869","4.0","3.0","1468","4.0","2054"
"1481","3.0","3.0","11","10","869","4.0","3.0","1469","4.0","2054"
"1482","3.0","3.0","11","10","870","4.0","3.0","1470","4.0","2054"
"1483","3.0","3.0","11","10","870","4.0","3.0","1471","4.0","2054"
"1484","3.0","3.0","11","10","871","4.0","3.0","1472","4.0","2054"
"1485","3.0","3.0","11","10","871","4.0","3.0","1473","4.0","2054"
"1486","3.0","3.0","11","10","871","4.0","3.0","1474","4.0","2054"
"1487","3.0","3.0","11","10","871","4.0","3.0","1475","4.0","2054"
"1488","3.0","3.0","11","10","877","4.0","3.0","1476","4.0","2054"
"1489","3.0","3.0","11","10","877","4.0","3.0","1477","4.0","2054"
"1490","3.0","3.0","11","10","878","4.0","3.0","1478","4.0","2054"
"1491","3.0","3.0","11","10","878","4.0","3.0","1479","4.0","2054"
"1492","3.0","3.0","11","10","878","4.0","3.0","1480","4.0","2054"
"1493","3.0","3.0","11","10","881","4.0","3.0","1481","4.0","2054"
"1494","3.0","3.0","11","10","884","4.0","3.0","1482","4.0","2054"
"1495","3.0","3.0","11","10","885","4.0","3.0","1483","4.0","2054"
"1496","3.0","3.0","11","10","885","4.0","3.0","1484","4.0","2054"
"1497","3.0","3.0","11","10","885","4.0","3.0","1485","4.0","2054"
"1498","3.0","3.0","11","10","885","4.0","3.0","1486","4.0","2054"
"1499","3.0","3.0","11","10","885","4.0","3.0","1487","4.0","2054"
"1500","3.0","3.0","11","10","886","4.0","3.0","1488","4.0","2054"
"1501","3.0","3.0","11","10","887","4.0","3.0","1489","4.0","2054"
"1502","3.0","3.0","11","10","887","4.0","3.0","1490","4.0","2054"
"1503","3.0","3.0","11","10","888","4.0","3.0","1491","4.0","2054"
"1504","3.0","3.0","11","10","888","4.0","3.0","1492","4.0","2054"
"1505","3.0","3.0","11","10","889","4.0","3.0","1493","4.0","2054"
"1506","3.0","3.0","11","10","889","4.0","3.0","1494","4.0","2054"
"1507","3.0","3.0","11","10","891","4.0","3.0","1495","4.0","2054"
"1508","3.0","3.0","11","10","891","4.0","3.0","1496","4.0","2054"
"1509","3.0","3.0","11","10","892","4.0","3.0","1497","4.0","2054"
"1510","3.0","3.0","11","10","895","4.0","3.0","1498","4.0","2054"
"1511","3.0","3.0","11","10","895","4.0","3.0","1499","4.0","2054"
"1512","3.0","3.0","11","10","895","4.0","3.0","1500","4.0","2054"
"1513","3.0","3.0","11","10","896","4.0","3.0","1501","4.0","2054"
"1514","3.0","3.0","11","10","897","4.0","3.0","1502","4.0","2054"
"1515","3.0","3.0","11","10","898","4.0","3.0","1503","4.0","2054"
"1516","3.0","3.0","11","10","899","4.0","3.0","1504","4.0","2054"
"1517","3.0","3.0","11","10","899","4.0","3.0","1505","4.0","2054"
"1518","3.0","3.0","11","10","900","4.0","3.0","1506","4.0","2054"
"1519","3.0","3.0","11","10","900","4.0","3.0","1507","4.0","2054"
"1520","3.0","3.0","11","10","900","4.0","3.0","1508","4.0","2054"
"1521","3.0","3.0","11","10","901","4.0","3.0","1509","4.0","2054"
"1522","3.0","3.0","11","10","903","4.0","3.0","1510","4.0","2054"
"1523","3.0","3.0","11","10","904","4.0","3.0","1511","4.0","2054"
"1524","3.0","3.0","11","10","905","4.0","3.0","1512","4.0","2054"
"1525","3.0","3.0","11","10","906","4.0","3.0","1513","4.0","2054"
"1526","3.0","3.0","11","10","908","4.0","3.0","1514","4.0","2054"
"1527","3.0","3.0","11","10","908","4.0","3.0","1515","4.0","2054"
"1528","3.0","3.0","11","10","909","4.0","3.0","1516","4.0","2054"
"1529","3.0","3.0","11","10","909","4.0","3.0","1517","4.0","2054"
"1530","3.0","3.0","11","10","910","4.0","3.0","1518","4.0","2054"
"1531","3.0","3.0","11","10","910","4.0","3.0","1519","4.0","2054"
"1532","3.0","3.0","11","10","910","4.0","3.0","1520","4.0","2054"
"1533","3.0","3.0","11","10","910","4.0","3.0","1521","4.0","2054"
"1534","3.0","3.0","11","10","910","4.0","3.0","1522","4.0","2054"
"1535","3.0","3.0","11","10","911","4.0","3.0","1523","4.0","2054"
"1536","3.0","3.0","11","10","911","4.0","3.0","1524","4.0","2054"
"1537","3.0","3.0","11","10","911","4.0","3.0","1525","4.0","2054"
"1538","3.0","3.0","11","10","913","4.0","3.0","1526","4.0","2054"
"1539","3.0","3.0","11","10","913","4.0","3.0","1527","4.0","2054"
"1540","3.0","3.0","11","10","915","4.0","3.0","1528","4.0","2054"
"1541","3.0","3.0","11","10","915","4.0","3.0","1529","4.0","2054"
"1542","3.0","3.0","11","10","917","4.0","3.0","1530","4.0","2054"
"1543","3.0","3.0","11","10","917","4.0","3.0","1531","4.0","2054"
"1544","3.0","3.0","11","10","919","4.0","3.0","1532","4.0","2054"
"1545","3.0","3.0","11","10","924","4.0","3.0","1533","4.0","2054"
"1546","3.0","3.0","11","10","924","4.0","3.0","1534","4.0","2054"
"1547","3.0","3.0","11","10","925","4.0","3.0","1535","4.0","2054"
"1548","3.0","3.0","11","10","926","4.0","3.0","1536","4.0","2054"
"1549","3.0","3.0","11","10","927","4.0","3.0","1537","4.0","2054"
"1550","3.0","3.0","11","10","927","4.0","3.0","1538","4.0","2054"
"1551","3.0","3.0","11","10","927","4.0","3.0","1539","4.0","2054"
"1552","3.0","3.0","11","10","927","4.0","3.0","1540","4.0","2054"
"1553","3.0","3.0","11","10","927","4.0","3.0","1541","4.0","2054"
"1554","3.0","3.0","11","10","928","4.0","3.0","1542","4.0","2054"
"1555","3.0","3.0","11","10","930","4.0","3.0","1543","4.0","2054"
"1556","3.0","3.0","11","10","930","4.0","3.0","1544","4.0","2054"
"1557","3.0","3.0","11","10","934","4.0","3.0","1545","4.0","2054"
"1558","3.0","3.0","11","10","934","4.0","3.0","1546","4.0","2054"
"1559","3.0","3.0","11","10","935","4.0","3.0","1547","4.0","2054"
"1560","3.0","3.0","11","10","937","4.0","3.0","1548","4.0","2054"
